type,message,len_type,len_message
1,married local women looking for discreet action now real matches instantly to your phone text match to msg cost p stop txt stop bcmsfwcnxx,4,155
0,wow v v impressed have funs shopping,3,38
0,i am on the way to ur home,3,26
1,burger king wanna play footy at a top stadium get burger king before st sept and go large or super with coca cola and walk out a winner,4,141
0,no problem talk to you later,3,29
0,then ur sis how,3,16
0,still in customer place,3,23
1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,4,124
0,dude u knw also telugu thts gud k gud nyt,3,46
0,we confirm eating at esplanade,3,31
0,send me your id and password,3,28
0,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,3,118
1,for ur chance to win a cash every wk txt action to t s c s www movietrivia tv custcare xp wk,4,124
0,well i might not come then,3,29
0,long after i quit i get on only like minutes a day as it is,3,63
0,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,3,106
0,well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,3,121
0,just arrived see you in a couple days lt,3,44
0,k wat s tht incident,3,22
0,yeah get the unlimited,3,22
0,cthen i thk shd b enuff still got conclusion n contents pg n references i ll b doing da contents pg n cover pg,3,116
0,forgot it takes me years to shower sorry where you at your phone dead yet,3,78
0,got wat to buy tell us then no need to come in again,3,59
0,when you are big god will bring success,3,43
1,u ve bin awarded to play instant cash call to claim every th player wins min optout,4,131
0,we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham,3,124
0,not from this campus are you in the library,3,45
0,the affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt am i ll double check and text you again tomorrow,3,142
0,how will i creep on you now,3,32
0,tell your friends what you plan to do on valentines day lt url gt,3,69
0,if i get there before you after your ten billion calls and texts so help me god,3,79
0,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,3,149
0,i ve told him that i ve returned it that should i re order it,3,63
0,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office,3,155
0,depends on where u going lor,3,29
0,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,3,145
1,freemsg fav xmas tones reply real,4,33
0,lil fever now fine,3,22
0,i think it s all still in my car,3,32
0,can a not,3,10
1,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,4,158
0,yes princess i want to catch you with my big strong hands,3,61
0,oh yeah i forgot u can only take out shopping at once,3,57
0,mm so you asked me not to call radio,3,36
0,thinkin about someone is all good no drugs for that,3,52
0,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,3,163
0,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,3,133
0,alright if you re sure let me know when you re leaving,3,55
0,some are lasting as much as hours you might get lucky,3,57
0,genius what s up how your brother pls send his number to my skype,3,68
1,gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk poboxowwq p,4,160
0,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,3,123
0,don t forget who owns you and who s private property you are and be my good boy always passionate kiss,3,111
1,interflora it s not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,4,137
0,oh god taken the teeth is it paining,3,37
1,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,4,152
0,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,3,74
0,no need to buy lunch for me i eat maggi mee,3,47
1,congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate,4,158
0,ok lor,3,9
0,oh right ok i ll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,3,149
0,wife how she knew the time of murder exactly,3,44
1,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ads p,4,160
0,howz that persons story,3,23
0,thanx sending me home,3,26
0,its normally hot mail com you see,3,35
1,you ve won tkts to the euro cup final or cash to collect call b pobox ppm,4,111
0,u sick still can go shopping,3,29
0,ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,3,131
0,nice nice how is it working,3,28
0,s reach home call me,3,23
0,were trying to find a chinese food place around here,3,52
0,easy mate guess the quick drink was bit ambitious,3,53
0,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,3,131
0,ok thanx,3,11
0,aathi where are you dear,3,27
0,tunji how s the queen how are you doing this is just wishing you a great day abiola,3,88
0,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,3,166
0,will be out of class in a few hours sorry,3,42
0,wat time u finish ur lect today,3,32
1,free message jamster get the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbp week only t c s apply,4,157
0,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,3,588
1,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,4,151
0,she s fine good to hear from you how are you my dear happy new year oh,3,74
0,are you going to wipro interview today,3,39
0,how tall are you princess,3,26
0,i doubt you could handle times per night in any case,3,57
0,haha hope can hear the receipt sound gd luck,3,54
0,your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me,3,94
0,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,3,276
0,today i m not workin but not free oso gee thgt u workin at ur fren s shop,3,82
0,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,3,160
0,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,3,151
0,i want to be there so i can kiss you and feel you next to me,3,60
0,i am not at all happy with what you saying or doing,3,51
1,adult content your video will be with you shortly,4,52
0,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,3,138
